실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-10-15,True,False,미접속,지아나,지아나/패트,,"로우피크 대응  (상세 기획)

■ 목적: 추석 연휴 기간에 반납한 유저 대상 혜택을 지급하여 추가 이용 유도 & 이벤트용 크레딧 소진
ㄴ 추석 연휴 기간 사용 경험 있는 유저 중, 직전 사용 건과의 일자에 따라 타겟 세분화
ㄴ 직전 사용과의 일자 간격이 큰 저관여 유저 대상 높은 혜택(크레딧) 지급
      A. 직전 사용 30일 이내        
      B. 직전 사용 31일 이상 180일 이내 


■ 플로우: 최대 2회에 걸쳐 오퍼 지급                                        
1) 1회차 오퍼: 크레딧 (* 앱 접속 시 지급)
→  A. 직전 사용 30일 이내  > 3,000크레딧
→  B. 직전 사용 31일 이상 180일 이내  > 6,000크레딧

2) 2회차 오퍼: 쿠폰 3매 (*1회차 오퍼 미반응시 지급)
→ 1회차 오퍼 수신 후 D+1 시점까지 예약 없을 경우, 
24시간 내 단시간 쿠폰 3매 지급하여 일상 이용 유도


■ 운영 일정: 10/15(수)~10/17(금)                
ㄴ1회차 오퍼 지급: 10/15(수)~10/16(목)
ㄴ 2회차 오퍼 지급: 10/16(목)~10/17(금)","추석 연휴 기간 반납 후 추가 이용 없는 유저 (추석 이벤트 대상자 제외)
A. 직전 사용 30일 이내        
B. 직전 사용 31일 이상 180일 이내        ","A. 직전 사용 30일 이내 
1회차 Comm.
1) 푸시
(광고)[쏘카] 접속만 해도 3,000크레딧🚨
🤫오직 #NAME님 전용 시크릿 이벤트!
지금 바로 접속하고 크레딧 받기👉
[수신거부 : 설정]


2) LMS
(광고) [쏘카] 3,000크레딧 ""무료""로 받기
(광고) [쏘카] 3,000크레딧 ""무료""로 받기

최근에 이용하신 #NAME님을 위한 시크릿 이벤트! 
지금 접속만 해도 3,000크레딧을 드려요. 

딱 오늘 하루만 받을 수 있는 크레딧이니 
지금 바로 받아가세요! 

▼ 1초 만에 크레딧 받기
# 링크 (가지러가기)

※ 크레딧은 지급까지 최대 3분의 시간이 소요될 수 있습니다.
※ 지급받은 크레딧은 14일 간 사용 가능합니다.

무료수신거부 : 080-808-0169



2회차 Comm.
(광고)[쏘카] 시크릿 할인쿠폰 지급 안내
(광고)[쏘카] 시크릿 할인쿠폰 지급 안내

추석 연휴에 이용하신 #NAME님께 감사의 마음을 담아 3종 쿠폰을 드렸어요! 

딱 오늘 하루만 사용할 수 있는 쿠폰이니, 
보유하신 #{총크레딧}크레딧과 함께 필요한 쿠폰으로 골라서 사용해 보세요!

★ 시크릿 쿠폰 3종 ★ 
[오늘하루] 대여요금 35% 할인 (4시간 미만)
[오늘하루] 대여요금 52% 할인 (4~8시간)
[오늘하루] 대여요금 56% 할인 (8~24시간)

▼ [쿠폰 소멸 D-1] 바로 이용하기
링크

무료수신거부 : 080-808-0169


B. 직전 사용 31일~180일 이내 
1회차 Comm.
1) 푸시
(광고)[쏘카] 접속만 해도 6,000크레딧🚨
🤫오직 #NAME님 전용 시크릿 이벤트!
지금 바로 접속하고 크레딧 받기👉
[수신거부 : 설정]


2) LMS
(광고) [쏘카] 6,000크레딧 ""무료""로 받기
(광고) [쏘카] 6,000크레딧 ""무료""로 받기

최근에 이용하신 #NAME님을 위한 시크릿 이벤트! 
지금 접속만 해도 6,000크레딧을 드려요. 

딱 오늘 하루만 받을 수 있는 크레딧이니 
지금 바로 받아가세요! 

▼ 1초 만에 크레딧 받기
# 링크 (가지러가기)

※ 크레딧은 지급까지 최대 3분의 시간이 소요될 수 있습니다.
※ 지급받은 크레딧은 14일 간 사용 가능합니다.

무료수신거부 : 080-808-0169



2회차 Comm.
(광고)[쏘카] 시크릿 할인쿠폰 지급 안내
(광고)[쏘카] 시크릿 할인쿠폰 지급 안내

추석 연휴에 이용하신 #NAME님께 감사의 마음을 담아 3종 쿠폰을 드렸어요! 

딱 오늘 하루만 사용할 수 있는 쿠폰이니, 
보유하신 #{총크레딧}크레딧과 함께 필요한 쿠폰으로 골라서 사용해 보세요!

★ 시크릿 쿠폰 3종 ★ 
[오늘하루] 대여요금 35% 할인 (4시간 미만)
[오늘하루] 대여요금 52% 할인 (4~8시간)
[오늘하루] 대여요금 56% 할인 (8~24시간)

▼ [쿠폰 소멸 D-1] 바로 이용하기
링크

무료수신거부 : 080-808-0169",,,,,Promo_251015-1017_타겟_지아나_세일즈tf-로우피크대응2차-연휴이용유저추가이용유도_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,,크레딧,푸시,L5. 이탈 회원 : 30일 내 접속,,,,,,,,,Variant,46575.0,2120.0,5.0,0.0,0.0,0.0,0.0,Control,11644.0,506.0,4.0,,,,
2025-10-15,True,False,T4__존 마커 클릭,키네/마이클/헤브,훈스,,"· 목적 : [당일최저가] 차량 완판 | 15시 전 쿠포닝 액션 확대
· 방법  : 대상모수 확대 > 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 포함
· 대상자  : 당일~익일 8시 탐색 & 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 
· 방향
  - 오후 N시 여전히 유휴상태인 당일최저가 차량에 대한 추가 할인 쿠포닝 액션
  - 해당 존 클릭 후 예약이탈한 회원에게 메시지",당일최저가 존 눌러본 유저들 중에 15시 기준으로 이후 예약이 없는 회원들한테 푸시,"(광고)[쏘카] 아까 본 당일최저가 존 가격🔻
지금부터 15시간 빌려도 💥17,900원부터💥
🤫백혜원님께만 드린 쿠폰➝마감특가 매진 전 서둘러요!
[수신거부 : 설정]","모수 : 4000건 (*일평균 *40% 마수동 반영)
기존전환율(슈퍼딜) : 5.1%
목표전환율(슈퍼딜) : 6.1%(+1%.p)
목표 전환건수 : 42건",,,,Promo_251015-1024_타겟_헤브_세일즈tf-T4-15시이후슈퍼딜존클릭후이탈15시오퍼-추가슈퍼딜쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,,,LT3.리드타임 1일 이내,,,,,,Variant,546.0,96.0,18.0,0.0,0.0,0.0,0.0,Control,15.0,2.0,13.0,,,,
2025-10-15,True,False,T4__존 마커 클릭,키네/마이클/헤브,훈스,,"· 목적 : [당일최저가] 차량 완판 | 15시 전 쿠포닝 액션 확대 - 트리거 캔버스
· 방법  : 대상모수 확대 > 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 포함
· 대상자  : 당일~익일 8시 탐색 & 당일최저가 존 클릭 후 차량리스트 클릭 없는 고객 
· 방향
  - 오후 N시 여전히 유휴상태인 당일최저가 차량에 대한 추가 할인 쿠포닝 액션
  - 해당 존 클릭 후 예약이탈한 회원에게 메시지",당일최저가 존 눌러본 유저들 중에 15시 기준으로 이후 예약이 없는 회원들한테 푸시,"(광고)[쏘카] 아까 본 당일최저가 존 가격🔻
지금부터 15시간 빌려도 💥17,900원부터💥
🤫백혜원님께만 드린 쿠폰➝마감특가 매진 전 서둘러요!
[수신거부 : 설정]","모수 : 4000건 (*일평균 *40% 마수동 반영)
기존전환율(슈퍼딜) : 5.1%
목표전환율(슈퍼딜) : 6.1%(+1%.p)
목표 전환건수 : 42건",,,,Promo_251015-1024_타겟_헤브_세일즈tf-T4-15시이후슈퍼딜존클릭후이탈15시오퍼-추가슈퍼딜쿠폰_T(Trial)지도/차량화면-이탈-카셰어링(전체)_웹훅,,,,,,,,,,,,,,,Variant,1309.0,473.0,36.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-15,True,False,T4__존 마커 클릭,이나,이나,,"[경쟁존 클릭 리드타임 1시간 이상]
- 1,2차 진행 대조군 대비 모두 증분 있음 / 연장
- 가격 비교로 이탈하기 전에 고할인 쿠폰 노출해 망설임 없이 예약 유도
- 빠른 전환을 통한 실적 하위 존 수요 대응

- 1차) Promo_250908-0921_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_카셰어링(전체)_푸시_AB테스트
- 2차) Promo_250924-1014_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트
","경쟁존 클릭, 탐색~대여시작 1시간 이상 회원 
미예약시 +20m 발송
ㄴ전기차","[전기차]
(광고)[쏘카] 오늘 예약 시 60% 할인
주행요금 무제한 무료! 망설이지 말고 지금 예약하세요
[수신거부 : 설정]","- 기존 발송일: 09/08~09/21
- 09/23기준: 최근 30일 조회

모수 : 약 2만
기존 : 약 5,400건 (25%)
목표 : 5,600건 (28%)",,,,Promo_251015-1231_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,14569.0,3740.0,26.0,0.0,0.0,0.0,0.0,Control,501.0,121.0,24.0,,,,
2025-10-15,True,False,T4__존 마커 클릭,이나,이나,,"[경쟁존 클릭 리드타임 1시간 이상]
- 1,2차 진행 대조군 대비 모두 증분 있음 / 연장
- 가격 비교로 이탈하기 전에 고할인 쿠폰 노출해 망설임 없이 예약 유도
- 빠른 전환을 통한 실적 하위 존 수요 대응

- 1차) Promo_250908-0921_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_카셰어링(전체)_푸시_AB테스트
- 2차) Promo_250924-1014_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트
","경쟁존 클릭, 탐색~대여시작 1시간 이상 회원 
미예약시 +20m 발송
ㄴ일반차","[전기차외]
(광고)[쏘카] 오늘 예약 시 60% 할인
주행요금 50km 무료! 망설이지 말고 지금 예약하세요
[수신거부 : 설정]","- 기존 발송일: 09/08~09/21
- 09/23기준: 최근 30일 조회

모수 : 약 2만
기존 : 약 5,400건 (25%)
목표 : 5,600건 (28%)",,,,Promo_251015-1231_타겟_이나_세일즈tf-경쟁존리드타임1시간이상_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,가격 초과,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,,,,,M8.내연,,,,Variant,14569.0,3740.0,26.0,0.0,0.0,0.0,0.0,Control,501.0,121.0,24.0,,,,
2025-10-15,True,False,R1_결제 퍼널 이탈_예약 화면 진입,패트,패트,,내연차량 선택 후 결제페이지 진입 > 닫기(뒤로가기) 클릭한 회원에게 인앱메시지 (전기차),"- 내연 차량 선택 > 결제페이지 진입
- 뒤로가기 클릭 시 ","💡 전기차는 주행요금이 무제한 0원
이번엔 전기차로 합리적으로 이용하세요! 💯",,,,,Promo_251015-1028_타겟_패트_세일즈tf-내연차량이탈전기차유도_R(Reservation)결제페이지-이탈-카셰어링(전체)_인앱메시지_AB테스트,,,가격 초과,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,3020.0,1673.0,55.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-15,True,False,R1_결제 퍼널 이탈_예약 화면 진입,지아나/밤비/헤브,지아나/밤비/헤브,,"개요
: 추석 연휴 전후 수요 대응 [추석 이후 로우피크 대응(1009~1019) 탭]

1. 연휴 기간 빠른 예약 유도 
- 연휴 기간 예약을 망설이는 유저 대상 연휴 이후 지급될 크레딧 혜택을 사전에 안내하여 빠른 예약 유도

2. 로우피크 대응
- 연휴 이후 수요가 급격히 줄어드는 로우피크 기간에 크레딧을 지급하여 이용 재차 유도 > 낮은 수요 보완 



운영 flow
- 결제페이지 뒤로가기 클릭 유저 대상 크레딧 이벤트 응모 인앱메시지 노출 (10/9 09시~10/13 00시)
- 응모 완료 유저 대상 응모 안내 알림톡 발송 

- 응모 완료 유저 중 추첨 통해 5,000크레딧 지급 (10/15)
ㄴ 추첨 조건: 10/9(목) 00시 ~ 10/13(월) 00시 내 반납 완료 시
ㄴ 크레딧 사용 가능 기간: 지급일로부터 14일
",결제 페이지 뒤로가기 클릭 유저,"[혜택 발급 알림톡]

[쏘카] 추석 페이백 이벤트 당첨 안내

#NAME님이 응모하신 추석 페이백 이벤트 당첨을 축하드립니다.
지금 당첨 크레딧을 확인해 보세요!

■ 응모 내역: 추석 페이백 이벤트
■ 당첨 혜택: 5,000크레딧
■ 사용 기간: 발급일로부터 14일

■ 유의 사항
- 본 크레딧은 응모하신 추석 페이백 이벤트 기간 내 반납한 고객 중 추첨을 통해 선정되었습니다.
- 본 크레딧은 당첨자에 한하여 지급되었습니다.
- 지급된 크레딧은 발급일로부터 14일간 사용 가능합니다.
- 당첨 혜택(크레딧)은 변경 및 선택이 불가합니다.
- 쏘카 카셰어링은 만 21세 이상, 면허 취득 1년 이상 회원만 이용 가능합니다.
- 본 이벤트는 당사 사정에 따라 사전 고지 없이 변경되거나 조기 종료될 수 있습니다.

※ 본 알림톡은 고객님께서 참여하신 이벤트 안내 메시지입니다.

CTA : 당첨 크레딧 확인하기

[혜택 만료 알림톡]

[쏘카] 추석 페이백 크레딧 소멸 안내

#NAME님께서 당첨된 추석 페이백 크레딧이 곧 소멸됩니다.
지금 당첨 크레딧을 확인해 보세요!

■ 소멸 예정 크레딧: 이벤트 - 추석 페이백 크레딧
■ 소멸 예정일: OO월 OO일
■ 크레딧 금액: 5,000크레딧


■ 유의 사항
- 본 크레딧은 응모하신 추석 페이백 이벤트 기간 내 반납한 고객 중 추첨을 통해 선정되었습니다.
- 소멸 예정일이 지나면 크레딧은 자동 소멸되어 사용 불가능합니다. 
- 수신 확인 시점에 따라 크레딧 보유 여부가 다를 수 있습니다.


※ 본 알림톡은 고객님께서 참여하신 이벤트 안내 메시지입니다.

CTA : 만료 전 확인하기",,,,,Promo_251015_타겟_밤비헤브지아나_세일즈tf-추석페이백이벤트당첨안내_R(Reservation)결제페이지-이탈-카셰어링(전체)_크레딧_,,,가격 초과,크레딧,인앱메시지,,,,,,,,,,Variant,4752.0,470.0,10.0,0.0,0.0,0.0,0.0,Control,530.0,52.0,10.0,,,,
2025-10-15,True,False,B0_혜택 탐색 중 이탈_접속,훈스,훈스,,· 운전점수 영역 탐색 시 크레딧 보유 회원에게 예약 유도,· 운전점수 영역 탐색했고 크레딧 잔액이 있는 회원,"{%- assign credit_raw = custom_attribute.${credit_balance} | default: 0 | plus: 0 -%}

{%- if credit_raw > 1000 -%}
지금 크레딧 {{ credit_raw | number_with_delimiter }}원 있어요!💰
바로 할인받고 예약하세요👉

{%- else -%}
안전운전하면 5% 적립에 추가 리워드까지💰
바로 예약하세요👉

{%- endif -%}","- 타겟 규모 : 일 4,900
- 기본 전환율 : 23.5% 
- 목표 전환율 : 25.5%(+105건)",,,,Promo_251015-1028_타겟_훈스_세일즈tf-운전점수탐색회원크레딧소구_B(Benefit)홈화면-탐색-카셰어링_인앱메시지_AB테스트,,,혜택 가격 미인지,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,2175.0,311.0,14.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-16,True,False,B0_혜택 탐색 중 이탈_접속,훈스,훈스,,· 주중심야 예약건 증대,"· 주중심야 쿠폰 다운로드 시점에 이용했으나 
  자동지급 이후 사용없는 회원","(광고)[쏘카] 심야쿠폰은 매일 자동 지급 중🚨
19,900원에 최대 15시간 대여+주행 50Km까지🌕
[수신거부 : 설정]","- 타겟 규모 : 약 8,000명
- 기본 전환율 : 6.7%
- 목표 전환율 : 7.7%(+80명)",,,,Promo_251016_타겟_훈스_세일즈tf-주중심야쿠폰사용후최근미사용_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,혜택 가격 미인지,,푸시,,,U3. 10시간 이상 ~ 24시간 미만,,S4. 18시-24시 (저녁),,,,,Variant,4571.0,314.0,7.0,0.0,0.0,0.0,0.0,Control,561.0,39.0,7.0,,,,
2025-10-16,True,False,B0_혜택 탐색 중 이탈_접속,밤비,밤비,,- 예약~출발 리드타임이 짧은 회원 예약전환 유도,"- 설정시간~출발시간 리드타임이 3시간 이내인 회원
- 출발~반납시간이 4시간 이상인 회원","[설정시간~출발시간 리드타임이 2시간 이내인 유저]
곧 이용하시는 #name#님을 위한 혜택
지금 예약하면 55% 즉시 할인🚀 

[설정시간~출발시간 리드타임이 2~4시간인 유저]
출발시간 n분/n시간 앞당기면 55% 즉시 할인🚀 
#name#님 조금 더 빨리 이용하고 할인받으세요!","모수 : 33,041
기존 : 7,140 (전환율 21.6%)
목표 : 8,100 (전환율 24.5%)",,,,Promo_251016-1031_타겟_밤비_세일즈tf-대여시간설정-바로출발쿠폰소구_T(Trial)지도/차량화면-탐색-카셰어링(전체)_인앱메시지_AB테스트,,,,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,6097.0,2527.0,41.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
2025-10-16,True,False,B0_혜택 탐색 중 이탈_접속,밤비,밤비,,- 바로출발 쿠폰 인앱메시지 노출했음에도 이탈한 유저 예약전환 유도,- 인앱메시지 확인 후 20분 내 예약없는 회원,"(광고)[쏘카] 🚗 아직 예약 전이신가요?
#name#님, 지금이 가장 저렴해요!
2시간 이내 출발하면 55% 할인🔥
[수신걱부 : 설정]","모수 : 25,895    *IAM 노출 후 미전환 예상 모수 
기존 : 2,500 (전환율 9.6%) *상반기 타겟앱푸시 평균 전환율
목표 : 3,280 (전환율 12.6%)",,,,Promo_251016-1031_타겟_밤비_세일즈tf-대여시간설정-바로출발쿠폰소구_T(Trial)지도/차량화면-이탈-카셰어링(전체)_푸시_AB테스트,,,,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,2032.0,507.0,25.0,0.0,0.0,0.0,0.0,Control,221.0,55.0,25.0,,,,
2025-10-16,True,False,B1__배너 클릭,조단,조단,,"전기차 배너 클릭 회원 중 예약 없는 회원 LMS

1차 LMS : 9/15~9/24 기간 동안 전기차 인앱 배너 클릭 후 예약 없는 회원
ㄴ 전환율 기존 2.6% / 실제 4.8% / 순증 +120건 (전기차)
ㄴ 1회 추가 발송",9월 15일 이후 전기차 인앱 배너 클릭 후 예약 없는 회원,"전기차 배너 조회수 활용한 메시지 작성

* 1차 문구 : 요즘 전기차 인기 매일 1,000명이 넘는 회원들이 전기차 콘텐츠 보고 있음.
","모수 : 12,225
목표 : 366 (전기차 전환율 3%)",,,,Promo_251016_타겟_조단_세일즈tf-EV-전기차배너클릭회원_EX(Extra)기타-이탈-카셰어링(전체)_lms_AB테스트,,,혜택 가격 미인지,,LMS,,,,,,,,,,Variant,60845.0,575.0,1.0,0.0,0.0,0.0,0.0,Control,1351.0,11.0,1.0,,,,
2025-10-16,True,False,T4__존 마커 클릭,키네,키네,,"- 목적: 대학생 시험기간 편도 상품 판매
",~10/24 까지 대학가 존 + 20대 존 클릭 = 20분 내 미예약,"(광고)[쏘카] 반값으로 우리집에 반납 💸 
{{${first_name} | default: '회원'}}님은 편도 요금 절반 ✨
대여한 곳과 상관없이 반납할 수 있어요.
[수신거부 : 설정]","모수:4929 (9/1 ~ 10/14)
편도 전환: 34 (0.7%) 
목표: 148 (3%)
* 대학가 존들 편도 건 평일 31건",,,,Promo_251016-1024_타겟_키네_세일즈tf-대학가존편도_카셰어링(전체)_푸시_AB테스트,,,가격 초과,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,A1.20대 (20-24),,,,,,,,Variant,2091.0,514.0,25.0,0.0,0.0,0.0,0.0,Control,22.0,2.0,9.0,,,,
2025-10-17,True,False,T4__존 마커 클릭,이나,이나,,"- 제주공항존에서 미래 타임피커 세팅 후 이탈한 회원 타깃
- 세팅했던 시간이 도래할 때 N일 전 제주 특가 금액 재 안내 
- 기존 : 1만/5천 크레딧 제공 → 크레딧별 차이점 없음 → 5천 크레딧 픽스

기존캠페인:
Promo_251002-1012_타겟_이나밤비_세일즈tf-T4-제주탐색-리드타임별크레딧_카셰어링(전체)_친구톡_AB테스트","- 이용시간 설정 > 제주 탐색
- 20분 내 예약 없는 회원
- 출발 리드타임 분기 (~1일/2~6일/7일~ )","{{${first_name} | default: '회원'}}님 전용 제주 {{p2_fmt}}원

{{${first_name} | default: '회원'}}님께 드린 5천 크레딧,
내일까지 꼭 사용하세요!

■ 대여요금 안내 (크레딧 적용가)
① 1박 2일 {{p2_fmt}}원
② 2박 3일 {{p3_fmt}}원
③ 3박 4일 {{p4_fmt}}원

■ 주행요금 무료 혜택
- 전기차 : 주행 무제한 무료
- 일반 차종 : 50km까지 무료

■ 보험 및 보장상품
- 사고 시 최대 70만원 '실속보장' 상품 0원

👉 지금 바로 예약하고 특가로 떠나세요","모수 : 354
기본 : 12.5%(45건)
목표 : 25%(90건 / +45건)",,,,Promo_251017-1031_타겟_이나밤비_세일즈tf-T4-제주탐색-리드타임별_카셰어링(전체)_친구톡_AB테스트,,,가격 초과,쿠폰,친구톡,,,,,,,,,,Variant,3499.0,589.0,17.0,0.0,0.0,0.0,0.0,Control,85.0,20.0,24.0,,,,
2025-10-17,True,False,미접속,지아나,지아나,,"최근 3개월 간 동일 존을 5회 이상 이용했으나, 최근 7일 예약 유저 대상 
자주 이용한 존 소구 + 쿠폰 지급하여 이탈 방지 및 예약 유도","최근 3개월 간 동일 존을 5회 이상 이용한 유저 중 
최근 7일 예약 없는 유저","(광고)[쏘카] ~56% 할인가로 이용하기👉
자주 이용하시는 【#{존이름}】 쏘카존에서 
✨오늘만✨ 사용 가능한 쿠폰을 확인해 보세요!
[수신거부 : 설정]",,,,,Promo_251017_타겟_지아나_세일즈tf-고빈도유저이탈방지-메인존소구_EX(Extra)기타-이탈-카셰어링(전체)_푸시_AB테스트,,,,쿠폰,푸시,,,,,,,,,,Variant,17060.0,929.0,5.0,0.0,0.0,0.0,0.0,Control,490.0,27.0,6.0,,,,
2025-10-17,True,False,T4__존 마커 클릭,헤브,헤브,,"- 목적 : 부름호출존 클릭 시 부름 햬택 소구를 통한 예약 전환 유도
ㄴ 종료일 없이 지속 연장 운영 진행",부름호출존마커클릭클릭 유저 > 전국,"여긴 차량을 가져다 드리는 부름호출존🚚
6시간 이상 빌리면 부름요금 10,900부터🔻","2주 기준
- 모수 : 2주 6800
- 1시간 내 예약전환 : 18.7% (CG 대비 +0.5%.p)
-  목표 전환 모수 : 2주 34건",,,,Promo_250924-9999_타겟_헤브_세일즈tf-T4-부름호출존마커클릭클릭시-전국부름호출존안내_T(Trial)지도/차량화면-탐색-편도/부름_인앱메시지_AB테스트,,,서비스 설명 부족,,인앱메시지,,,,,,,,,,Variant,680.0,226.0,33.0,0.0,0.0,0.0,0.0,Control,0.0,0.0,,,,,
